Profit,HitRate,Games,targetPos,startOffsetDays,referOffsetDays,excludingDays,excludingOffsetDays,isReverse
-44950,54.314720812182735,394,2,2,40,40,6,True
-44950,62.69035532994924,394,2,3,40,50,9,True
-44950,32.74111675126903,394,5,4,10,50,1,False
-44950,60.913705583756354,394,0,4,10,50,7,True
-44950,60.40609137055838,394,3,4,20,50,8,True
-44950,41.370558375634516,394,5,4,30,40,6,False
-44950,41.370558375634516,394,5,4,40,40,3,False
-44950,41.370558375634516,394,5,5,10,40,9,False
-44950,63.45177664974619,394,6,6,20,20,3,False
-44950,79.94923857868021,394,5,7,20,10,9,False
-44950,62.43654822335025,394,4,8,20,50,5,True
-44950,43.65482233502538,394,2,9,10,30,8,True
-44950,43.401015228426395,394,2,9,30,30,9,True
-44950,42.63959390862944,394,1,9,40,30,5,True
-44950,61.92893401015228,394,4,9,50,50,9,True
-44950,79.94923857868021,394,1,10,20,10,1,False
-45000,31.218274111675125,394,6,1,50,20,6,True
-45000,64.21319796954315,394,5,2,10,20,6,False
-45000,64.21319796954315,394,5,2,30,20,1,False
-45000,41.370558375634516,394,5,2,30,40,6,False
-45000,54.568527918781726,394,6,2,30,40,6,True
-45000,41.370558375634516,394,5,2,40,40,3,False
-45000,42.89340101522843,394,3,2,40,40,8,False
-45000,62.43654822335025,394,4,3,20,50,4,True
-45000,63.95939086294417,394,2,4,30,20,0,False
-45000,60.40609137055838,394,3,4,30,50,6,True
-45000,43.65482233502538,394,4,5,20,30,3,True
-45000,79.94923857868021,394,2,8,10,10,2,False
-45000,65.22842639593908,394,3,8,20,20,10,False
-45000,41.878172588832484,394,0,8,20,30,1,True
-45000,29.187817258883246,394,3,10,10,20,2,True
-45050,53.299492385786806,394,5,1,40,40,7,True
-45050,63.1979695431472,394,6,2,30,50,6,True
-45050,51.26903553299492,394,5,2,40,30,3,False
-45050,63.95939086294417,394,4,3,50,20,3,False
-45050,60.40609137055838,394,3,4,20,50,7,True
-45050,41.370558375634516,394,5,4,30,40,3,False
-45050,63.95939086294417,394,2,4,40,20,10,False
-45050,31.218274111675125,394,6,4,50,20,9,True
-45050,54.314720812182735,394,6,4,50,40,3,True
-45050,62.182741116751274,394,4,5,50,50,3,True
-45050,13.959390862944163,394,0,7,20,10,2,True
-45050,64.21319796954315,394,5,7,30,20,5,False
-45050,79.94923857868021,394,1,7,50,10,2,False
-45050,62.944162436548226,394,2,8,10,50,6,True
-45050,79.94923857868021,394,2,10,10,10,2,False
-45050,30.456852791878177,394,4,10,50,20,9,True
-45050,62.182741116751274,394,4,10,50,50,2,True
-45100,43.65482233502538,394,2,1,10,30,3,True
-45100,43.65482233502538,394,4,2,20,30,2,True
-45100,14.467005076142131,394,5,3,10,10,9,True
-45100,14.467005076142131,394,4,3,20,10,1,True
-45100,61.16751269035533,394,0,3,30,50,9,True
-45100,60.15228426395939,394,3,4,30,50,4,True
-45100,63.1979695431472,394,6,4,30,50,6,True
-45100,42.38578680203046,394,1,4,50,30,3,True
-45100,62.43654822335025,394,4,5,10,50,3,True
-45100,62.182741116751274,394,4,5,30,50,0,True
-45100,62.182741116751274,394,5,5,50,50,6,True
-45100,64.21319796954315,394,5,6,30,20,1,False
-45100,52.53807106598985,394,0,6,50,40,8,True
-45100,52.53807106598985,394,0,6,50,40,9,True
-45100,62.944162436548226,394,2,7,10,50,8,True
-45100,62.43654822335025,394,4,8,20,50,2,True
-45100,30.456852791878177,394,2,9,20,20,1,True
-45150,31.218274111675125,394,6,1,20,20,8,True
-45150,60.659898477157356,394,1,2,20,50,1,True
-45150,52.03045685279187,394,0,3,10,40,4,True
-45150,79.94923857868021,394,2,4,30,10,7,False
-45150,31.218274111675125,394,6,4,40,20,7,True
-45150,79.44162436548223,394,6,5,30,10,6,False
-45150,40.10152284263959,394,2,5,30,40,9,False
-45150,14.720812182741117,394,1,5,50,10,10,True
-45150,79.94923857868021,394,2,6,30,10,4,False
-45150,79.44162436548223,394,6,6,30,10,6,False
-45150,52.53807106598985,394,0,6,50,40,10,True
-45150,62.182741116751274,394,4,7,50,50,3,True
-45150,63.95939086294417,394,4,8,10,20,3,False
-45150,62.944162436548226,394,2,9,10,50,8,True
-45150,61.92893401015228,394,5,9,10,50,9,True
-45150,30.456852791878177,394,2,10,50,20,0,True
-45150,41.370558375634516,394,3,10,50,30,3,True
-45200,42.89340101522843,394,5,1,10,30,6,True
-45200,43.14720812182741,394,2,1,40,30,2,True
-45200,53.045685279187815,394,3,1,50,30,7,False
-45200,60.659898477157356,394,1,2,20,50,3,True
-45200,44.16243654822335,394,6,2,30,30,6,True
-45200,64.21319796954315,394,1,2,50,20,0,False
-45200,54.06091370558376,394,2,3,30,40,1,True
-45200,79.44162436548223,394,6,4,30,10,6,False
-45200,43.401015228426395,394,4,4,40,30,8,True
-45200,65.48223350253807,394,0,6,10,20,3,False
-45200,53.80710659898477,394,4,6,10,40,1,True
-45200,44.16243654822335,394,6,7,10,30,10,True
-45200,29.187817258883246,394,0,7,50,20,4,True
-45200,60.15228426395939,394,3,8,40,50,3,True
-45200,62.944162436548226,394,2,9,10,50,7,True
-45200,80.45685279187818,394,0,9,20,10,5,False
-45200,42.63959390862944,394,3,9,30,40,0,False
-45200,51.26903553299492,394,5,9,40,30,3,False
-45200,42.63959390862944,394,1,9,40,30,4,True
-45200,62.43654822335025,394,2,9,50,50,1,True
-45200,42.13197969543147,394,1,10,20,40,1,False
-45200,51.52284263959391,394,3,10,50,40,2,True
-45250,79.94923857868021,394,4,1,10,10,8,False
-45250,60.659898477157356,394,3,1,10,50,6,True
-45250,29.187817258883246,394,0,2,30,20,6,True
-45250,79.94923857868021,394,2,2,50,10,5,False
-45250,65.48223350253807,394,0,3,20,20,2,False
-45250,79.94923857868021,394,5,5,20,10,8,False
-45250,40.10152284263959,394,2,5,30,40,6,False
-45250,64.21319796954315,394,5,6,10,20,7,False
-45250,79.94923857868021,394,5,6,30,10,8,False
-45250,62.944162436548226,394,6,8,40,50,9,True
-45250,62.944162436548226,394,2,9,10,50,5,True
-45250,30.710659898477154,394,2,9,20,20,10,True
-45250,60.40609137055838,394,3,9,30,50,10,True
-45250,42.13197969543147,394,1,10,20,40,8,False
-45250,60.40609137055838,394,3,10,20,50,10,True
-45250,79.94923857868021,394,5,10,40,10,8,False
-45250,64.21319796954315,394,1,10,40,20,4,False
-45250,51.52284263959391,394,3,10,50,40,7,True
-45300,32.74111675126903,394,5,2,10,50,10,False
-45300,63.1979695431472,394,6,2,30,50,5,True
-45300,52.53807106598985,394,0,3,40,30,10,False
-45300,62.69035532994924,394,2,3,40,50,6,True
-45300,43.90862944162436,394,6,3,50,30,9,True
-45300,79.94923857868021,394,2,4,10,10,9,False
-45300,60.913705583756354,394,0,4,10,50,4,True
-45300,80.45685279187818,394,3,5,10,10,7,False
-45300,30.20304568527919,394,1,5,30,20,6,True
-45300,79.69543147208121,394,1,6,40,10,10,False
-45300,61.16751269035533,394,0,6,40,50,9,True
-45300,50.50761421319797,394,6,6,50,30,0,False
-45300,42.38578680203046,394,1,6,50,30,3,True
-45300,51.52284263959391,394,3,7,50,40,2,True
-45300,54.06091370558376,394,6,8,40,40,5,True
-45300,62.944162436548226,394,6,9,10,50,8,True
-45300,40.86294416243655,394,5,9,50,40,10,False
-45300,52.03045685279187,394,1,10,30,30,4,False
-45300,79.69543147208121,394,1,10,40,10,8,False
-45300,41.370558375634516,394,3,10,50,30,6,True
-45300,51.52284263959391,394,3,10,50,40,1,True
-45350,79.94923857868021,394,1,2,10,10,1,False
-45350,42.13197969543147,394,1,3,10,30,2,True
-45350,80.45685279187818,394,0,3,40,10,5,False
-45350,44.16243654822335,394,6,3,50,30,4,True
-45350,54.314720812182735,394,6,3,50,40,10,True
-45350,52.03045685279187,394,0,4,10,40,10,True
-45350,42.38578680203046,394,1,6,50,30,1,True
-45350,32.48730964467005,394,5,7,20,50,8,False
-45350,51.776649746192895,394,3,7,30,40,3,True
-45350,79.94923857868021,394,4,7,50,10,6,False
-45350,30.456852791878177,394,2,7,50,20,0,True
-45350,63.95939086294417,394,4,8,10,20,8,False
-45350,60.15228426395939,394,3,9,30,50,2,True
-45350,51.26903553299492,394,5,10,50,30,4,False
-45400,60.659898477157356,394,1,2,10,50,4,True
-45400,54.568527918781726,394,6,2,30,40,7,True
-45400,13.959390862944163,394,0,2,40,10,3,True
-45400,79.94923857868021,394,4,3,40,10,8,False
-45400,43.14720812182741,394,5,3,40,30,1,True
-45400,63.1979695431472,394,6,4,20,50,3,True
-45400,31.472081218274113,394,2,5,20,50,3,False
-45400,52.28426395939086,394,1,5,30,40,3,True
-45400,42.89340101522843,394,3,5,50,40,8,False
-45400,40.10152284263959,394,2,6,10,40,2,False
-45400,40.10152284263959,394,2,6,10,40,3,False
-45400,61.92893401015228,394,4,6,50,50,7,True
-45400,79.94923857868021,394,1,7,50,10,0,False
-45400,30.456852791878177,394,4,7,50,20,10,True
-45400,63.1979695431472,394,6,8,20,50,4,True
-45400,65.22842639593908,394,3,8,30,20,10,False
-45400,53.045685279187815,394,5,9,10,40,4,True
-45400,65.48223350253807,394,0,9,20,20,7,False
-45400,53.045685279187815,394,5,9,20,40,3,True
-45400,61.92893401015228,394,4,9,30,50,10,True
-45400,51.776649746192895,394,3,10,30,40,10,True
-45450,42.13197969543147,394,1,2,10,30,4,True
-45450,13.959390862944163,394,0,2,20,10,3,True
-45450,14.467005076142131,394,4,2,40,10,3,True
-45450,51.26903553299492,394,5,2,40,30,2,False
-45450,50.76142131979695,394,4,3,20,30,8,False
-45450,42.13197969543147,394,1,4,10,30,4,True
-45450,79.94923857868021,394,1,4,20,10,0,False
-45450,63.1979695431472,394,6,4,20,50,10,True
-45450,65.22842639593908,394,3,5,10,20,0,False
-45450,30.456852791878177,394,4,5,30,20,6,True
-45450,79.44162436548223,394,6,5,50,10,9,False
-45450,42.89340101522843,394,3,5,50,40,2,False
-45450,80.45685279187818,394,3,6,30,10,5,False
-45450,79.44162436548223,394,6,6,40,10,6,False
-45450,65.48223350253807,394,0,6,40,20,0,False
-45450,52.03045685279187,394,0,7,10,40,2,True
-45450,79.94923857868021,394,4,7,40,10,0,False
-45450,30.456852791878177,394,4,7,40,20,10,True
-45450,62.944162436548226,394,2,9,30,50,0,True
-45450,60.15228426395939,394,3,9,30,50,3,True
-45450,79.44162436548223,394,6,9,40,10,6,False
-45450,79.94923857868021,394,1,10,20,10,0,False
-45450,43.65482233502538,394,4,10,30,30,10,True
-45500,64.46700507614213,394,1,1,10,20,1,False
-45500,42.38578680203046,394,1,1,50,30,5,True
-45500,43.14720812182741,394,5,3,50,30,6,True
-45500,61.92893401015228,394,4,3,50,50,7,True
-45500,42.13197969543147,394,1,4,10,30,5,True
-45500,62.69035532994924,394,2,4,40,50,1,True
-45500,62.182741116751274,394,5,5,50,50,8,True
-45500,79.94923857868021,394,4,6,40,10,0,False
-45500,79.94923857868021,394,5,7,10,10,2,False
-45500,79.94923857868021,394,5,7,40,10,0,False
-45500,43.14720812182741,394,2,7,40,30,1,True
-45500,79.44162436548223,394,6,9,10,10,8,False
-45500,79.44162436548223,394,6,9,10,10,10,False
-45500,61.92893401015228,394,4,9,30,50,8,True
-45500,41.370558375634516,394,5,9,40,40,4,False
-45500,79.94923857868021,394,1,10,10,10,0,False
-45500,62.944162436548226,394,6,10,10,50,9,True
-45500,64.21319796954315,394,1,10,30,20,8,False
-45500,64.21319796954315,394,1,10,50,20,10,False
-45550,14.467005076142131,394,5,3,10,10,8,True
-45550,41.62436548223351,394,0,4,10,30,4,True
-45550,50.76142131979695,394,2,4,10,30,10,False
-45550,62.69035532994924,394,2,4,50,50,0,True
-45550,43.65482233502538,394,4,5,20,30,4,True
-45550,43.401015228426395,394,4,5,50,30,4,True
-45550,31.218274111675125,394,6,6,20,50,3,False
-45550,60.15228426395939,394,3,6,40,50,0,True
-45550,60.659898477157356,394,1,6,40,50,1,True
-45550,54.568527918781726,394,6,7,10,40,9,True
-45550,43.65482233502538,394,4,8,20,30,7,True
-45550,61.16751269035533,394,0,8,30,50,0,True
-45550,79.44162436548223,394,6,9,50,10,4,False
-45550,43.14720812182741,394,2,9,50,30,5,True
-45600,30.456852791878177,394,4,2,10,20,1,True
-45600,53.80710659898477,394,4,2,10,40,0,True
-45600,41.370558375634516,394,5,2,20,40,3,False
-45600,62.944162436548226,394,2,2,30,50,3,True
-45600,28.934010152284262,394,0,4,10,20,9,True
-45600,41.878172588832484,394,0,4,20,30,3,True
-45600,64.21319796954315,394,5,6,10,20,8,False
-45600,61.6751269035533,394,5,6,10,50,2,True
-45600,62.944162436548226,394,2,7,20,50,3,True
-45600,28.934010152284262,394,3,7,30,20,4,True
-45600,79.94923857868021,394,4,8,10,10,7,False
-45600,63.1979695431472,394,6,8,20,50,5,True
-45600,51.52284263959391,394,3,9,40,40,6,True
-45600,51.26903553299492,394,5,9,50,30,8,False
-45600,51.01522842639594,394,2,10,20,30,2,False
-45650,30.456852791878177,394,2,1,20,20,4,True
-45650,79.69543147208121,394,1,1,40,10,9,False
-45650,41.878172588832484,394,0,1,40,30,10,True
-45650,43.401015228426395,394,4,2,50,30,2,True
-45650,41.62436548223351,394,0,3,10,30,3,True
-45650,51.52284263959391,394,5,4,10,30,10,False
-45650,41.370558375634516,394,5,4,20,40,3,False
-45650,51.01522842639594,394,2,4,30,30,5,False
-45650,65.22842639593908,394,3,5,10,20,5,False
-45650,31.472081218274113,394,2,5,20,50,5,False
-45650,43.401015228426395,394,4,6,10,30,3,True
-45650,31.472081218274113,394,6,6,10,50,3,False
-45650,80.45685279187818,394,0,6,20,10,9,False
-45650,80.45685279187818,394,0,6,30,10,3,False
-45650,53.80710659898477,394,4,7,10,40,10,True
-45650,13.959390862944163,394,0,7,20,10,10,True
-45650,54.06091370558376,394,2,7,40,40,10,True
-45650,54.314720812182735,394,6,8,40,40,10,True
-45650,30.456852791878177,394,2,8,50,20,5,True
-45650,79.94923857868021,394,4,9,20,10,5,False
-45650,65.22842639593908,394,0,9,50,20,2,False
-45650,53.80710659898477,394,2,9,50,40,3,True
-45650,79.94923857868021,394,5,10,10,10,0,False
-45650,60.15228426395939,394,3,10,40,50,5,True
-45700,30.456852791878177,394,4,1,30,20,0,True
-45700,29.187817258883246,394,0,1,30,20,10,True
-45700,79.94923857868021,394,5,1,40,10,6,False
-45700,13.959390862944163,394,0,2,10,10,3,True
-45700,13.959390862944163,394,0,2,30,10,3,True
-45700,79.94923857868021,394,4,3,10,10,6,False
-45700,14.974619289340103,394,6,3,50,10,8,True
-45700,51.776649746192895,394,3,4,20,40,6,True
-45700,63.95939086294417,394,4,4,30,20,6,False
-45700,80.45685279187818,394,0,5,20,10,3,False
-45700,30.20304568527919,394,1,5,20,20,8,True
-45700,79.94923857868021,394,4,5,30,10,4,False
-45700,31.725888324873097,394,2,5,40,50,1,False
-45700,60.659898477157356,394,1,6,10,50,4,True
-45700,80.45685279187818,394,3,6,20,10,5,False
-45700,79.94923857868021,394,2,6,40,10,2,False
-45700,43.14720812182741,394,5,6,50,30,9,True
-45700,53.55329949238579,394,5,6,50,40,10,True
-45700,79.94923857868021,394,4,7,20,10,7,False
-45700,32.48730964467005,394,5,7,20,50,7,False
-45700,79.94923857868021,394,4,8,10,10,6,False
-45700,54.568527918781726,394,6,8,10,40,10,True
-45700,63.95939086294417,394,4,8,20,20,1,False
-45700,43.65482233502538,394,4,8,30,30,9,True
-45700,80.45685279187818,394,0,8,50,10,9,False
-45700,30.710659898477154,394,2,9,20,20,9,True
-45700,30.456852791878177,394,4,9,50,20,10,True
-45700,62.944162436548226,394,6,10,30,50,0,True
-45750,62.69035532994924,394,6,1,40,50,0,True
-45750,79.94923857868021,394,5,2,20,10,2,False
-45750,62.69035532994924,394,6,2,40,50,0,True
-45750,54.06091370558376,394,2,3,50,40,4,True
-45750,51.776649746192895,394,3,4,20,40,4,True
-45750,79.94923857868021,394,4,4,30,10,3,False
-45750,80.45685279187818,394,3,4,40,10,8,False
-45750,40.86294416243655,394,5,4,50,40,10,False
-45750,64.21319796954315,394,5,5,40,20,6,False
-45750,65.48223350253807,394,0,6,10,20,5,False
-45750,79.94923857868021,394,4,6,20,10,2,False
-45750,60.659898477157356,394,1,6,40,50,0,True
-45750,43.401015228426395,394,4,7,50,30,9,True
-45750,53.80710659898477,394,4,8,10,40,2,True
-45750,63.1979695431472,394,6,8,20,50,6,True
-45800,62.944162436548226,394,6,1,10,50,9,True
-45800,31.218274111675125,394,6,1,40,20,0,True
-45800,54.06091370558376,394,6,1,40,40,5,True
-45800,79.69543147208121,394,1,1,50,10,9,False
-45800,52.79187817258884,394,3,2,30,30,8,False
-45800,40.609137055837564,394,4,3,10,40,3,False
-45800,62.944162436548226,394,6,3,30,50,10,True
-45800,79.94923857868021,394,4,4,10,10,5,False
-45800,63.1979695431472,394,6,4,20,50,5,True
-45800,60.40609137055838,394,3,4,20,50,10,True
-45800,63.95939086294417,394,4,4,30,20,2,False
-45800,62.43654822335025,394,2,4,50,50,1,True
-45800,50.76142131979695,394,2,5,20,30,4,False
-45800,79.94923857868021,394,2,6,40,10,9,False
-45800,62.182741116751274,394,2,6,50,50,10,True
-45800,50.76142131979695,394,2,7,20,30,5,False
-45800,32.48730964467005,394,5,7,40,50,0,False
-45800,63.95939086294417,394,4,8,30,20,2,False
-45800,79.44162436548223,394,6,9,10,10,5,False
-45850,43.14720812182741,394,2,1,50,30,9,True
-45850,79.94923857868021,394,4,3,10,10,5,False
-45850,61.92893401015228,394,4,3,50,50,5,True
-45850,51.26903553299492,394,5,4,50,30,2,False
-45850,51.26903553299492,394,5,4,50,30,8,False
-45850,39.847715736040605,394,2,5,20,40,4,False
-45850,53.045685279187815,394,3,5,50,30,2,False
-45850,61.92893401015228,394,5,5,50,50,3,True
-45850,30.456852791878177,394,4,6,20,20,7,True
-45850,80.45685279187818,394,0,6,30,10,2,False
-45850,60.659898477157356,394,1,8,50,50,2,True
-45850,53.80710659898477,394,2,9,50,40,9,True
-45850,65.48223350253807,394,0,10,10,20,8,False
-45850,30.456852791878177,394,2,10,30,20,0,True
-45850,41.878172588832484,394,1,10,40,40,0,False
-45900,54.314720812182735,394,6,2,30,40,5,True
-45900,29.949238578680205,394,1,3,10,20,2,True
-45900,30.20304568527919,394,5,3,10,20,7,True
-45900,43.401015228426395,394,2,3,50,30,0,True
-45900,60.40609137055838,394,3,4,10,50,4,True
-45900,79.44162436548223,394,6,4,40,10,2,False
-45900,32.48730964467005,394,5,4,40,50,4,False
-45900,79.94923857868021,394,5,5,30,10,6,False
-45900,40.10152284263959,394,2,5,40,40,5,False
-45900,42.13197969543147,394,1,6,10,30,9,True
-45900,60.15228426395939,394,3,6,30,50,3,True
-45900,50.25380710659898,394,6,6,50,30,4,False
-45900,28.934010152284262,394,0,7,20,20,6,True
-45900,41.878172588832484,394,0,9,50,40,8,False
-45900,31.218274111675125,394,6,10,50,20,8,True
-45950,42.89340101522843,394,5,1,20,30,7,True
-45950,62.944162436548226,394,6,1,30,50,1,True
-45950,30.96446700507614,394,6,2,10,20,7,True
-45950,79.69543147208121,394,1,2,30,10,9,False
-45950,43.401015228426395,394,4,2,30,30,5,True
-45950,51.26903553299492,394,5,2,30,30,9,False
-45950,53.55329949238579,394,4,2,40,40,6,True
-45950,54.314720812182735,394,6,4,30,40,1,True
-45950,30.456852791878177,394,4,5,20,20,8,True
-45950,64.21319796954315,394,5,6,40,20,5,False
-45950,65.22842639593908,394,3,8,10,20,4,False
-45950,79.94923857868021,394,4,8,30,10,1,False
-45950,79.44162436548223,394,6,8,40,10,4,False
-45950,63.95939086294417,394,5,10,40,20,2,False
-45950,63.95939086294417,394,5,10,50,20,2,False
-46000,65.22842639593908,394,3,2,20,20,5,False
-46000,43.401015228426395,394,4,2,30,30,2,True
-46000,14.467005076142131,394,4,2,50,10,1,True
-46000,65.48223350253807,394,3,2,50,20,5,False
-46000,53.80710659898477,394,2,2,50,40,7,True
-46000,31.472081218274113,394,2,4,10,50,7,False
-46000,52.79187817258884,394,3,5,40,30,1,False
-46000,31.218274111675125,394,6,6,20,50,10,False
-46000,79.94923857868021,394,4,7,50,10,5,False
-46000,63.1979695431472,394,6,8,20,50,7,True
-46000,63.95939086294417,394,4,9,40,20,1,False
-46050,63.95939086294417,394,5,2,40,20,2,False
-46050,53.045685279187815,394,5,3,10,40,7,True
-46050,42.13197969543147,394,1,3,40,40,10,False
-46050,61.92893401015228,394,4,3,40,50,5,True
-46050,79.44162436548223,394,6,4,30,10,4,False
-46050,79.94923857868021,394,5,5,20,10,4,False
-46050,63.1979695431472,394,6,5,30,20,6,False
-46050,60.913705583756354,394,1,5,30,50,8,True
-46050,14.467005076142131,394,1,6,30,10,3,True
-46050,13.959390862944163,394,0,7,30,10,8,True
-46050,60.15228426395939,394,3,7,40,50,6,True
-46050,79.94923857868021,394,5,8,20,10,3,False
-46050,62.182741116751274,394,4,8,20,50,8,True
-46050,54.314720812182735,394,6,8,30,40,3,True
-46050,79.94923857868021,394,4,8,40,10,5,False
-46050,79.69543147208121,394,1,9,30,10,7,False
-46050,30.20304568527919,394,2,9,50,20,2,True
-46050,30.456852791878177,394,2,9,50,20,8,True
-46050,54.568527918781726,394,6,10,20,40,7,True
-46050,54.06091370558376,394,6,10,50,40,8,True
-46100,80.20304568527918,394,3,1,10,10,10,False
-46100,54.314720812182735,394,2,1,30,40,8,True
-46100,52.79187817258884,394,3,2,40,30,6,False
-46100,79.44162436548223,394,6,2,50,10,5,False
-46100,30.20304568527919,394,5,3,30,20,7,True
-46100,63.1979695431472,394,6,4,20,50,6,True
-46100,64.21319796954315,394,5,5,10,20,9,False
-46100,41.878172588832484,394,0,6,40,30,9,True
-46100,52.28426395939086,394,1,6,50,40,0,True
-46100,41.370558375634516,394,3,7,40,30,7,True
-46100,52.28426395939086,394,1,7,40,40,5,True
-46100,62.182741116751274,394,2,7,50,50,9,True
-46100,30.20304568527919,394,2,9,40,20,3,True
-46100,52.53807106598985,394,1,9,40,40,1,True
-46100,62.944162436548226,394,6,10,50,50,2,True
-46150,80.45685279187818,394,3,1,40,10,7,False
-46150,31.218274111675125,394,6,1,40,20,8,True
-46150,51.26903553299492,394,5,2,30,30,8,False
-46150,62.944162436548226,394,2,2,30,50,0,True
-46150,79.69543147208121,394,2,3,30,10,3,False
-46150,30.96446700507614,394,6,4,10,20,7,True
-46150,40.86294416243655,394,5,4,40,40,9,False
-46150,62.69035532994924,394,2,4,40,50,2,True
-46150,52.03045685279187,394,0,6,20,40,7,True
-46150,60.913705583756354,394,0,6,20,50,10,True
-46150,61.92893401015228,394,4,8,30,50,9,True
-46150,79.44162436548223,394,6,9,10,10,4,False
-46150,32.233502538071065,394,5,9,40,50,6,False
-46150,63.95939086294417,394,1,10,50,20,8,False
-46150,54.06091370558376,394,6,10,50,40,9,True
-46200,65.48223350253807,394,3,1,40,20,4,False
-46200,53.55329949238579,394,4,1,50,40,4,True
-46200,53.80710659898477,394,2,1,50,40,7,True
-46200,30.456852791878177,394,2,2,40,20,10,True
-46200,43.14720812182741,394,2,2,40,30,7,True
-46200,43.401015228426395,394,4,3,30,30,4,True
-46200,31.472081218274113,394,2,4,10,50,6,False
-46200,79.94923857868021,394,5,5,10,10,5,False
-46200,61.92893401015228,394,5,5,50,50,2,True
-46200,63.95939086294417,394,5,6,20,20,4,False
-46200,41.62436548223351,394,3,7,20,30,8,True
-46200,30.456852791878177,394,2,9,30,20,5,True
-46250,53.80710659898477,394,4,1,20,40,1,True
-46250,80.45685279187818,394,3,1,40,10,6,False
-46250,14.974619289340103,394,6,1,50,10,10,True
-46250,30.96446700507614,394,6,1,50,20,5,True
-46250,79.94923857868021,394,5,2,20,10,5,False
-46250,51.01522842639594,394,2,2,30,30,3,False
-46250,30.456852791878177,394,4,2,40,20,3,True
-46250,65.48223350253807,394,3,2,50,20,3,False
-46250,50.76142131979695,394,2,4,10,30,8,False
-46250,41.878172588832484,394,0,4,50,40,6,False
-46250,52.03045685279187,394,1,5,10,40,0,True
-46250,53.045685279187815,394,5,6,10,40,3,True
-46250,79.44162436548223,394,6,6,20,10,5,False
-46250,79.69543147208121,394,2,6,30,10,3,False
-46250,53.55329949238579,394,4,6,50,40,7,True
-46250,41.62436548223351,394,3,7,20,30,4,True
-46250,43.401015228426395,394,4,7,50,30,0,True
-46250,53.045685279187815,394,5,9,10,40,7,True
-46250,62.69035532994924,394,2,9,30,50,6,True
-46300,53.55329949238579,394,4,1,50,40,6,True
-46300,60.913705583756354,394,0,3,10,50,8,True
-46300,53.80710659898477,394,4,4,20,40,9,True
-46300,54.314720812182735,394,6,4,30,40,2,True
-46300,51.52284263959391,394,3,4,40,40,2,True
-46300,79.69543147208121,394,1,4,50,10,6,False
-46300,32.233502538071065,394,5,4,50,50,5,False
-46300,63.1979695431472,394,6,5,30,20,1,False
-46300,63.1979695431472,394,6,5,30,20,2,False
-46300,80.45685279187818,394,3,5,40,10,9,False
-46300,65.48223350253807,394,3,5,40,20,4,False
-46300,65.48223350253807,394,0,6,10,20,0,False
-46300,61.16751269035533,394,0,6,40,50,7,True
-46300,62.43654822335025,394,2,6,40,50,10,True
-46300,79.94923857868021,394,5,8,20,10,5,False
-46300,80.20304568527918,394,0,8,30,10,6,False
-46300,50.50761421319797,394,6,8,50,30,9,False
-46300,60.15228426395939,394,3,10,50,50,5,True
-46350,54.314720812182735,394,2,1,20,40,8,True
-46350,42.89340101522843,394,5,1,30,30,10,True
-46350,50.76142131979695,394,2,2,20,30,1,False
-46350,62.69035532994924,394,2,2,40,50,2,True
-46350,61.6751269035533,394,5,3,10,50,1,True
-46350,65.48223350253807,394,3,3,50,20,3,False
-46350,30.456852791878177,394,2,3,50,20,9,True
-46350,61.92893401015228,394,4,4,30,50,1,True
-46350,31.472081218274113,394,2,5,20,50,6,False
-46350,14.467005076142131,394,4,6,50,10,10,True
-46350,53.80710659898477,394,2,7,40,40,0,True
-46350,52.03045685279187,394,0,8,20,40,5,True
-46350,30.456852791878177,394,2,9,30,20,6,True
-46350,42.38578680203046,394,1,9,40,30,1,True
-46350,51.776649746192895,394,1,10,30,30,8,False
-46350,41.878172588832484,394,1,10,30,40,6,False
-46350,41.878172588832484,394,0,10,40,40,10,False
-46400,30.20304568527919,394,5,1,20,20,7,True
-46400,54.314720812182735,394,2,1,30,40,9,True
-46400,53.045685279187815,394,3,1,50,30,10,False
-46400,43.401015228426395,394,4,1,50,30,10,True
-46400,52.03045685279187,394,1,2,20,40,2,True
-46400,53.55329949238579,394,4,2,50,40,0,True
-46400,50.76142131979695,394,2,4,10,30,7,False
-46400,51.26903553299492,394,5,4,20,30,2,False
-46400,41.62436548223351,394,3,4,30,30,2,True
-46400,42.13197969543147,394,1,6,20,30,10,True
-46400,41.62436548223351,394,3,7,10,30,10,True
-46400,29.187817258883246,394,3,7,20,20,6,True
-46400,53.80710659898477,394,2,9,50,40,8,True
-46400,51.776649746192895,394,3,10,20,40,3,True
-46400,53.80710659898477,394,4,10,20,40,9,True
-46400,63.95939086294417,394,4,10,30,20,1,False
-46400,28.680203045685282,394,3,10,40,20,2,True
-46400,43.90862944162436,394,6,10,40,30,0,True
-46450,54.314720812182735,394,2,1,20,40,9,True
-46450,31.218274111675125,394,6,1,50,20,8,True
-46450,63.95939086294417,394,2,2,20,20,2,False
-46450,43.401015228426395,394,4,2,30,30,8,True
-46450,43.14720812182741,394,2,3,40,30,4,True
-46450,14.213197969543149,394,5,3,50,10,5,True
-46450,52.03045685279187,394,0,4,20,40,7,True
-46450,79.94923857868021,394,5,4,30,10,4,False
-46450,63.95939086294417,394,2,5,20,20,2,False
-46450,62.944162436548226,394,6,5,20,50,0,True
-46450,29.949238578680205,394,1,5,30,20,3,True
